Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Amount,Class
13297.513241527342,-0.08309663351852081,1.821515392781864,3.8604977530902636,2.6776436773705825,0.4087601776445673,1.7198444873730532,2.307237092622081,-0.6907106194885667,2.9407098822329827,-0.8919602950264223,21.385417634397026,0
134757.28428211762,0.6090189209539392,2.392669998282884,0.6417127919260075,1.3718327283573601,-3.020422087572472,0.34959182766158586,1.3313831277286294,0.20878490586079618,1.483647647011612,3.238641925048266,138.63538033248,0
138619.63827429805,2.878134851036106,1.6946471875738722,1.7999232049329061,1.354577703277962,-1.2126595186111735,1.2078523849098701,-0.08286317174256697,-0.25882637094354954,3.6174241597101204,0.19568161561699182,58.61345261011152,0
95966.82160202268,0.7717617865713895,-0.05238676607410353,1.052352974956889,1.8830347440133177,-1.0298887560290786,-0.726710491785266,1.9667280067116448,-0.6654812204420857,0.14300446865737548,3.04187800209124,18.41628129275376,0
15019.825781506814,2.363709530577818,-0.1855396007209299,4.979484646864292,0.513661294911651,0.03804361231421638,-1.009731974367632,-0.694022149815441,-0.7035309614270923,0.8319595943615663,1.0265134092860473,187.8937916780617,0
22762.732052948297,0.7711746801453464,0.8339027236823375,1.4431862648629177,1.262933957906919,-0.2973610475168972,-0.6117822876686418,1.7669949233315245,0.4182552465834273,-0.7907710319385927,1.4497071612225387,109.0196906090094,0
118955.93410271278,0.005139148264338589,0.5811337482643744,1.3284015416118597,1.2988733152751295,-2.5009561168328025,-0.8201988014411794,-0.8879234455682669,-2.139791630366121,1.1617467714826426,3.278156617110029,73.71061313110053,0
95369.5017402311,0.07270572855920654,0.7373604226727651,0.83603931424304,-0.041674211193890365,-1.4440376349487893,0.7637230575571146,0.015285988329646893,1.2189122717071739,1.6501334976323254,0.653779584512818,43.12419314962335,0
164473.0765211357,1.7397725204624561,-1.420421008935126,-0.5370837867477527,0.7990555704100214,-0.07976292371238819,-0.5784987909695047,1.542768270019931,0.2556753876883868,1.5121459442008234,-0.27438286931814826,35.7053380222578,0
20108.113554610267,0.23983111247742528,2.5847750391850948,3.4387235515735126,1.257748069559851,-1.5153796359471354,1.356730430775678,1.11531542555392,1.4057765782875207,1.195741225199353,1.7924210073873068,44.492474737073536,0
37452.63745568603,-0.7912273050087513,0.5262707478332393,2.030004856635547,1.5138511251434854,-1.6200792915595015,1.353121452523803,1.4418569894874078,0.4091381873347979,0.7530853079058829,1.3590362647317349,8.203022243933011,0
126418.66935932134,2.974776602986874,0.2778684299800076,0.28094833491171567,-0.22950267284031645,0.15464430450514544,-0.8305204560329611,1.5413622420822133,-0.45605255747940343,-0.02579533839836723,0.9375031395392452,19.09911884047045,0
80127.08437362891,1.5002484779018366,1.5007006121205837,2.002569898182554,0.4337013944373739,-0.004106430035020203,0.9550780176305258,0.5232573757009672,-0.8084643375227769,-0.16875279848619307,0.4931566536853995,53.21397259921425,0
150807.7872837392,3.2969180198155517,2.092060334326523,3.6391043759991026,1.7283327653109688,-1.8399936734880509,0.9378983162599248,2.5300285997167262,0.654254476026521,0.1250579621072896,0.1508712701121464,18.572415505980604,0
78516.40341196123,4.003256459444536,-0.005095181030508766,2.2911049361305884,1.9703128562152947,-1.4337951220075111,0.9460453434287315,2.6485221914728863,0.821161822084155,-1.052667057407907,0.2622133336588396,150.12679968797352,0
96705.84925006006,1.9087070596805962,-1.149561717754367,3.918642895655155,1.0836420874146802,-0.2608535620002962,0.4730676485705535,2.2680159436809424,-0.10177437629915856,1.303299127835293,1.8031960730586847,36.73841396291702,0
149424.0266168732,2.2214480987149376,0.10180032538895034,2.4162815513334777,2.0243352978708566,-1.9384068392027847,0.39468138947073006,3.0985435290927614,-0.867254737981066,-1.3918795361516492,0.6189326999399761,180.2779821349611,0
